^th	0.03750678584395042	-3.283233406537627	0.9258346314672247
the	0.03375637037986535	-3.388586127479005	0.9555429054426929
he$	0.029500627713400153	-3.523343737442401	0.9935430250532677
nd$	0.015337672661566479	-4.177443211530625	1.1779916677630795
and	0.012902766607182889	-4.350313524935894	1.226739138041768
^an	0.01256291395699218	-4.377006141905369	1.234266153679956
er$	0.009804820206398878	-4.624881156432203	1.3041641000968687
ed$	0.008813379433165397	-4.731484321988452	1.3342249852899475
as$	0.006194081646084762	-5.084161016038381	1.4336758182440175
^wa	0.005974996731347087	-5.120171728219593	1.4438304311858745
re$	0.005842902563914808	-5.142527591243759	1.450134531333886
ng$	0.005659160219193512	-5.17447976894236	1.4591446835226567
^fo	0.005435840862195708	-5.21474105792019	1.4704979109748875
es$	0.005349287981057799	-5.230791814583918	1.475024042547179
ing	0.005214303416188733	-5.256349772569257	1.4822310972041202
for	0.004932217451956763	-5.311966604636411	1.4979144138753433
was	0.004798048928609352	-5.339545916907303	1.5056914675449353
th$	0.004662263545379075	-5.36825420942602	1.5137868808564576
or$	0.004528462781539212	-5.397372738900233	1.521997976342677
st$	0.004357750260328863	-5.435799350130018	1.5328338454513493
^wi	0.0042447799878986454	-5.46206528908997	1.5402405427238324
^wh	0.003942439208087476	-5.535955658881354	1.5610767900489735
en$	0.003806252013543395	-5.571110297496448	1.5709899999419283
^ma	0.003706317974375889	-5.597716354914008	1.578492606766936
^ha	0.003603036041739329	-5.625978444008004	1.5864621957668321
^hi	0.003571227247993206	-5.634845975320032	1.5889627391543197
is$	0.0035317163362817805	-5.645971311956647	1.5920999580691855
his	0.00350694825424065	-5.653009062925638	1.5940845241258537
^co	0.0035040193982932705	-5.653844569880716	1.5943201276234007
her	0.0034855072339753353	-5.6591416975915925	1.5958138576373158
^be	0.00346325417828322	-5.665546617963946	1.5976199726338027
^st	0.003327244053131663	-5.70561092932157	1.6089176546283006
ith	0.00327289496669243	-5.722080374814426	1.613561851707919
^se	0.0032028067347928415	-5.743727748985179	1.6196661660243195
wit	0.0031367854903885067	-5.764556732606227	1.6255397034756112
al$	0.0031224368604517946	-5.769141537001077	1.626832566382891
ch$	0.003109510394188068	-5.773289994705844	1.6280023844660656
at$	0.003046018598074221	-5.793919918791031	1.633819789382991
ter	0.0029942618556146753	-5.811057536683972	1.6386524035110464
me$	0.002936488359294687	-5.830540847152351	1.6441464763757216
on$	0.002824059310279174	-5.869579957348181	1.6551550632550445
le$	0.0028192079294116087	-5.871299309580367	1.6556399011094227
ts$	0.0027806684957021525	-5.885063914107014	1.6595213636742967
^ar	0.0027772749327517688	-5.886285072046379	1.6598657163811448
^al	0.002741064241980641	-5.899409024511609	1.6635665223213638
^fr	0.0027164071287669516	-5.908445180384483	1.6661146159249998
^ca	0.0027031810066081847	-5.913326048851018	1.667490965546978
^re	0.0026740422750819066	-5.9241639907482595	1.6705471424006602
tha	0.0026736632985087674	-5.924305725018615	1.6705871098594767
ere	0.0026061990587382088	-5.949862418416066	1.6777938079169572
ate	0.0025800296447173305	-5.959954389914107	1.6806396295676693
^fi	0.002565883322570719	-5.965452484371722	1.6821900299278152
^we	0.0025623960170007643	-5.966812514072359	1.6825735428983417
hat	0.002500410512551826	-5.991300355567421	1.6894788368262312
om$	0.00244956836154733	-6.011843448907111	1.6952717564564583
ll$	0.0024409015759413095	-6.015387809588123	1.6962712260215393
ver	0.0023974102083834654	-6.033366204094282	1.7013409296310475
are	0.0023771485824430156	-6.041853584167654	1.7037342746752062
rs$	0.0023601611378263154	-6.049025383535541	1.7057566408619973
se$	0.0023473099861458344	-6.05448529322679	1.7072962735505464
ly$	0.0023428940677888426	-6.0563683326899165	1.7078272693499648
^mo	0.002285534801676704	-6.081155233147303	1.71481689451779
an$	0.0022485821821387115	-6.097455402659948	1.7194133576883774
rom	0.002231849124545207	-6.104924833277746	1.721519652516375
ce$	0.0022090099771760277	-6.115210837951357	1.7244201893247846
fro	0.0022014252377899326	-6.1186502930135465	1.7253900766936234
^en	0.002194566803400773	-6.121770608013929	1.7262699701799311
all	0.0020949540530405164	-6.168223657571444	1.7393692039815771
ear	0.0020880787930529724	-6.171510873537254	1.7402961616496486
ent	0.0020693378807189037	-6.180526587259386	1.7428384907983239
^so	0.0020414358306738954	-6.194101880138577	1.746666569622948
^la	0.0020376588844460337	-6.195953735793333	1.7471887719416248
ne$	0.002031078473039706	-6.199188359493816	1.7481008991865867
^wo	0.0020168668515469826	-6.206210035304055	1.7500809322305702
^pa	0.00197864229689301	-6.225344378121284	1.7554766001703768
ve$	0.001958578572038322	-6.235536287185542	1.7583506030827696
^no	0.001950369282464569	-6.2397365487129255	1.7595350292571401
ut$	0.0019139578863412818	-6.258581989149931	1.7648492299981202
^li	0.0019082295713102894	-6.261579392800726	1.765694463876061
^sh	0.0019067401052437654	-6.26236024626405	1.765914655707993
ry$	0.00188604662227811	-6.273272374886532	1.76899175237788
ld$	0.001878167434920284	-6.277458746195632	1.770172261668029
end	0.001862847727591088	-6.285648925758954	1.772481799534743
te$	0.0018333316219296119	-6.301620408905197	1.7769855768730347
sta	0.0018240326745557122	-6.306705473808586	1.7784195075772735
